session_id,station_id,location_type,user_id,start_time,end_time,duration_hours,energy_kwh,charger_kw,start_hour,day_of_week,day_of_week_num,is_weekend,month,date,season
S0023083,STN_025,Residential,U01981,2023-06-09 22:48:00,2023-06-10 07:39:07.420194,8.85,82.16,22,22,Friday,4,False,6,2023-06-09,Summer
S0022999,STN_013,Residential,U01778,2023-06-09 22:49:00,2023-06-10 04:14:36.905616,5.43,29.92,11,22,Friday,4,False,6,2023-06-09,Summer
S0022983,STN_010,Downtown,U03873,2023-06-09 23:46:00,2023-06-10 02:16:29.538412,2.51,11.08,7,23,Friday,4,False,6,2023-06-09,Summer
S0023019,STN_016,Residential,U02935,2023-06-09 23:51:00,2023-06-10 12:33:28.318317,12.71,118.85,22,23,Friday,4,False,6,2023-06-09,Summer
S0023186,STN_019,Highway_Rest_Stop,U02487,2023-06-10 00:05:00,2023-06-10 00:37:13.036976,0.54,16.13,50,0,Saturday,5,True,6,2023-06-10,Summer
S0023124,STN_008,Residential,U01030,2023-06-10 00:09:00,2023-06-10 04:08:42.055068,4.0,66.95,22,0,Saturday,5,True,6,2023-06-10,Summer
S0023117,STN_008,Residential,U02298,2023-06-10 00:26:00,2023-06-10 12:52:01.667997,12.43,58.38,11,0,Saturday,5,True,6,2023-06-10,Summer
S0023123,STN_008,Residential,U00696,2023-06-10 00:28:00,2023-06-10 03:49:20.330300,3.36,15.36,7,0,Saturday,5,True,6,2023-06-10,Summer
S0023108,STN_006,Highway_Rest_Stop,U01242,2023-06-10 01:05:00,2023-06-10 02:10:01.339557,1.7650000000000001,9.69,22,1,Saturday,5,True,6,2023-06-10,Summer
S0023198,STN_022,Mall,U02106,2023-06-10 01:17:00,2023-06-10 02:09:17.195193,0.87,7.81,11,1,Saturday,5,True,6,2023-06-10,Summer
S0023163,STN_014,Residential,U03025,2023-06-10 01:22:00,2023-06-10 05:58:47.963408,4.61,29.24,11,1,Saturday,5,True,6,2023-06-10,Summer
S0023102,STN_003,Residential,U03611,2023-06-10 01:41:00,2023-06-10 05:23:33.375791,3.71,10.37,7,1,Saturday,5,True,6,2023-06-10,Summer
S0023174,STN_016,Residential,U00518,2023-06-10 02:06:00,2023-06-10 08:05:13.215653,5.99,62.16,22,2,Saturday,5,True,6,2023-06-10,Summer
S0023106,STN_005,Office_Park,U02969,2023-06-10 02:45:00,2023-06-10 08:45:18.622728,6.01,29.29,11,2,Saturday,5,True,6,2023-06-10,Summer
S0023097,STN_002,Residential,U00909,2023-06-10 02:45:00,2023-06-10 16:45:00.000000,14.0,60.01,7,2,Saturday,5,True,6,2023-06-10,Summer
S0023101,STN_003,Residential,U02202,2023-06-10 02:57:00,2023-06-10 15:08:39.313228,6.77,74.83,11,2,Saturday,5,True,6,2023-06-10,Summer
S0023173,STN_015,Residential,U02411,2023-06-10 03:27:00,2023-06-10 13:14:00.024890,9.78,57.92,7,3,Saturday,5,True,6,2023-06-10,Summer
S0023175,STN_016,Residential,U01685,2023-06-10 04:17:00,2023-06-10 14:54:30.545671,10.63,56.56,7,4,Saturday,5,True,6,2023-06-10,Summer
S0023176,STN_016,Residential,U01564,2023-06-10 04:56:00,2023-06-10 18:46:29.310453,13.84,114.24,11,4,Saturday,5,True,6,2023-06-10,Summer
S0023149,STN_013,Residential,U01839,2023-06-10 05:08:00,2023-06-10 11:13:32.044299,6.09,32.86,7,5,Saturday,5,True,6,2023-06-10,Summer
S0023156,STN_014,Residential,U03234,2023-06-10 05:18:00,2023-06-10 09:04:09.654081,3.77,120.0,150,5,Saturday,5,True,6,2023-06-10,Summer
S0023118,STN_008,Residential,U00444,2023-06-10 05:34:00,2023-06-10 19:06:31.977169,13.54,53.19,11,5,Saturday,5,True,6,2023-06-10,Summer
S0023150,STN_013,Residential,U03406,2023-06-10 05:50:00,2023-06-10 19:50:00.000000,14.0,120.0,150,5,Saturday,5,True,6,2023-06-10,Summer
S0023170,STN_015,Residential,U01221,2023-06-10 05:52:00,2023-06-10 09:08:52.255152,3.28,120.0,150,5,Saturday,5,True,6,2023-06-10,Summer
S0023180,STN_016,Residential,U02290,2023-06-10 06:07:00,2023-06-10 14:28:19.275173,8.36,64.55,22,6,Saturday,5,True,6,2023-06-10,Summer
S0023141,STN_011,Office_Park,U02067,2023-06-10 06:09:00,2023-06-10 09:05:24.238292,2.94,49.27,22,6,Saturday,5,True,6,2023-06-10,Summer
S0023212,STN_024,Highway_Rest_Stop,U03539,2023-06-10 06:27:00,2023-06-10 08:36:56.903544,2.17,68.11,50,6,Saturday,5,True,6,2023-06-10,Summer
S0023191,STN_020,Office_Park,U02826,2023-06-10 06:32:00,2023-06-10 08:57:38.286726,2.43,28.66,22,6,Saturday,5,True,6,2023-06-10,Summer
S0023113,STN_007,Downtown,U03197,2023-06-10 06:37:00,2023-06-10 09:15:27.853024,2.64,11.97,11,6,Saturday,5,True,6,2023-06-10,Summer
S0023145,STN_012,Highway_Rest_Stop,U02211,2023-06-10 06:44:00,2023-06-10 07:28:07.446752,0.74,62.66,150,6,Saturday,5,True,6,2023-06-10,Summer
S0023165,STN_015,Residential,U00835,2023-06-10 06:48:00,2023-06-10 11:21:08.053207,4.55,12.71,7,6,Saturday,5,True,6,2023-06-10,Summer
S0023104,STN_004,Office_Park,U02412,2023-06-10 06:58:00,2023-06-10 10:34:18.473194,3.61,25.22,11,6,Saturday,5,True,6,2023-06-10,Summer
S0023203,STN_023,Downtown,U01487,2023-06-10 07:05:00,2023-06-10 10:22:52.075449,3.3,11.3,7,7,Saturday,5,True,6,2023-06-10,Summer
S0023109,STN_006,Highway_Rest_Stop,U00660,2023-06-10 07:06:00,2023-06-10 08:50:29.337191,1.74,7.32,7,7,Saturday,5,True,6,2023-06-10,Summer
S0023214,STN_025,Residential,U02702,2023-06-10 07:08:00,2023-06-10 08:22:17.843336,1.24,10.61,11,7,Saturday,5,True,6,2023-06-10,Summer
S0023098,STN_002,Residential,U02930,2023-06-10 07:08:00,2023-06-10 11:21:51.713607,4.23,22.19,11,7,Saturday,5,True,6,2023-06-10,Summer
S0023209,STN_024,Highway_Rest_Stop,U03593,2023-06-10 07:14:00,2023-06-10 10:02:21.406949,2.81,8.16,7,7,Saturday,5,True,6,2023-06-10,Summer
S0023169,STN_015,Residential,U01260,2023-06-10 07:18:00,2023-06-10 08:31:32.320014,1.23,6.83,7,7,Saturday,5,True,6,2023-06-10,Summer
S0023146,STN_012,Highway_Rest_Stop,U00273,2023-06-10 07:20:00,2023-06-10 09:41:09.748560,2.35,5.79,7,7,Saturday,5,True,6,2023-06-10,Summer
S0023190,STN_020,Office_Park,U00431,2023-06-10 07:21:00,2023-06-10 11:40:34.800878,4.33,24.26,11,7,Saturday,5,True,6,2023-06-10,Summer
S0023205,STN_023,Downtown,U00613,2023-06-10 07:22:00,2023-06-10 09:01:43.846067,1.66,51.45,50,7,Saturday,5,True,6,2023-06-10,Summer
S0023166,STN_015,Residential,U03657,2023-06-10 07:39:00,2023-06-10 09:33:22.622456,1.91,69.61,50,7,Saturday,5,True,6,2023-06-10,Summer
S0023210,STN_024,Highway_Rest_Stop,U01187,2023-06-10 07:42:00,2023-06-10 08:14:58.883900,0.55,2.14,11,7,Saturday,5,True,6,2023-06-10,Summer
S0023107,STN_006,Highway_Rest_Stop,U00636,2023-06-10 07:50:00,2023-06-10 12:51:59.102351,5.03,22.54,7,7,Saturday,5,True,6,2023-06-10,Summer
S0023208,STN_024,Highway_Rest_Stop,U01135,2023-06-10 07:53:00,2023-06-10 14:51:18.839635,6.97,99.81,22,7,Saturday,5,True,6,2023-06-10,Summer
S0023207,STN_023,Downtown,U03593,2023-06-10 08:00:00,2023-06-10 12:35:21.779033,4.59,21.01,7,8,Saturday,5,True,6,2023-06-10,Summer
S0023157,STN_014,Residential,U02800,2023-06-10 08:19:00,2023-06-10 10:24:02.119678,2.08,10.43,7,8,Saturday,5,True,6,2023-06-10,Summer
S0023129,STN_009,Mall,U00333,2023-06-10 08:31:00,2023-06-10 09:27:36.171491,0.94,31.67,50,8,Saturday,5,True,6,2023-06-10,Summer
S0023160,STN_014,Residential,U01423,2023-06-10 08:35:00,2023-06-10 10:00:08.522954,1.42,24.59,22,8,Saturday,5,True,6,2023-06-10,Summer
S0023143,STN_012,Highway_Rest_Stop,U01213,2023-06-10 09:11:00,2023-06-10 13:35:48.236249,4.41,120.0,150,9,Saturday,5,True,6,2023-06-10,Summer
S0023183,STN_017,Office_Park,U01810,2023-06-10 09:25:00,2023-06-10 11:52:07.073651,2.45,11.72,7,9,Saturday,5,True,6,2023-06-10,Summer
S0023184,STN_017,Office_Park,U03196,2023-06-10 09:40:00,2023-06-10 10:49:06.993957,1.15,7.64,11,9,Saturday,5,True,6,2023-06-10,Summer
S0023200,STN_023,Downtown,U01394,2023-06-10 09:42:00,2023-06-10 10:55:31.940240,1.23,49.6,50,9,Saturday,5,True,6,2023-06-10,Summer
S0023084,STN_001,Downtown,U02492,2023-06-10 09:46:00,2023-06-10 11:32:07.573006,1.77,13.81,11,9,Saturday,5,True,6,2023-06-10,Summer
S0023194,STN_020,Office_Park,U03844,2023-06-10 09:52:00,2023-06-10 12:00:12.666629,2.14,120.0,150,9,Saturday,5,True,6,2023-06-10,Summer
S0023201,STN_023,Downtown,U00179,2023-06-10 10:03:00,2023-06-10 12:26:15.427750,2.39,20.2,22,10,Saturday,5,True,6,2023-06-10,Summer
S0023193,STN_020,Office_Park,U00558,2023-06-10 10:19:00,2023-06-10 12:06:12.106031,1.79,10.39,11,10,Saturday,5,True,6,2023-06-10,Summer
S0023134,STN_009,Mall,U02723,2023-06-10 10:54:00,2023-06-10 12:51:41.445507,1.81,67.24,50,10,Saturday,5,True,6,2023-06-10,Summer
S0023135,STN_009,Mall,U00390,2023-06-10 11:05:00,2023-06-10 12:46:03.417602,1.68,98.98,150,11,Saturday,5,True,6,2023-06-10,Summer
S0023182,STN_017,Office_Park,U01548,2023-06-10 11:16:00,2023-06-10 12:26:33.144333,1.18,30.17,50,11,Saturday,5,True,6,2023-06-10,Summer
S0023138,STN_010,Downtown,U02327,2023-06-10 11:23:00,2023-06-10 12:54:17.019507,1.52,8.21,11,11,Saturday,5,True,6,2023-06-10,Summer
S0023199,STN_023,Downtown,U00241,2023-06-10 11:28:00,2023-06-10 12:53:28.441336,1.42,7.21,7,11,Saturday,5,True,6,2023-06-10,Summer
S0023204,STN_023,Downtown,U00095,2023-06-10 11:46:00,2023-06-10 12:56:57.067600,1.18,10.71,11,11,Saturday,5,True,6,2023-06-10,Summer
S0023196,STN_021,Office_Park,U00811,2023-06-10 12:01:00,2023-06-10 14:51:19.766058,2.84,12.33,7,12,Saturday,5,True,6,2023-06-10,Summer
S0023127,STN_009,Mall,U00474,2023-06-10 12:03:00,2023-06-10 13:17:16.449007,1.24,120.0,150,12,Saturday,5,True,6,2023-06-10,Summer
S0023112,STN_007,Downtown,U02919,2023-06-10 12:04:00,2023-06-10 13:23:19.168282,1.32,13.61,22,12,Saturday,5,True,6,2023-06-10,Summer
S0023120,STN_008,Residential,U01756,2023-06-10 12:07:00,2023-06-10 16:21:31.039988,4.24,46.09,22,12,Saturday,5,True,6,2023-06-10,Summer
S0023100,STN_003,Residential,UNKNOWN,2023-06-10 12:13:00,2023-06-10 19:58:36.953950,7.76,18.785,7,12,Saturday,5,True,6,2023-06-10,Summer
S0023133,STN_009,Mall,UNKNOWN,2023-06-10 12:45:00,2023-06-10 15:05:48.266137,2.35,19.5,22,12,Saturday,5,True,6,2023-06-10,Summer
S0023192,STN_020,Office_Park,U02103,2023-06-10 12:55:00,2023-06-10 14:11:59.935082,1.28,5.35,7,12,Saturday,5,True,6,2023-06-10,Summer
S0023110,STN_007,Downtown,U03639,2023-06-10 12:57:00,2023-06-10 16:05:03.080013,3.13,65.83,50,12,Saturday,5,True,6,2023-06-10,Summer
S0023185,STN_019,Highway_Rest_Stop,U02830,2023-06-10 13:05:00,2023-06-10 14:14:58.059662,1.17,15.66,22,13,Saturday,5,True,6,2023-06-10,Summer
S0023139,STN_011,Office_Park,U03646,2023-06-10 13:31:00,2023-06-10 15:49:32.558238,2.31,82.86,50,13,Saturday,5,True,6,2023-06-10,Summer
S0023132,STN_009,Mall,U03955,2023-06-10 13:49:00,2023-06-10 16:06:08.977207,2.29,9.75,7,13,Saturday,5,True,6,2023-06-10,Summer
S0023128,STN_009,Mall,U03055,2023-06-10 13:51:00,2023-06-10 16:33:48.228184,2.71,38.42,22,13,Saturday,5,True,6,2023-06-10,Summer
S0023122,STN_008,Residential,U03714,2023-06-10 13:51:00,2023-06-10 14:25:02.860290,0.57,2.57,7,13,Saturday,5,True,6,2023-06-10,Summer
S0023105,STN_005,Office_Park,U02486,2023-06-10 13:59:00,2023-06-10 15:49:11.966112,1.84,8.45,7,13,Saturday,5,True,6,2023-06-10,Summer
S0023142,STN_012,Highway_Rest_Stop,U03829,2023-06-10 14:06:00,2023-06-10 16:52:49.806688,2.78,120.0,150,14,Saturday,5,True,6,2023-06-10,Summer
S0023086,STN_001,Downtown,U03045,2023-06-10 14:26:00,2023-06-10 16:18:40.877844,1.88,120.0,150,14,Saturday,5,True,6,2023-06-10,Summer
S0023148,STN_012,Highway_Rest_Stop,U02068,2023-06-10 14:38:00,2023-06-10 18:24:18.023848,3.77,20.85,11,14,Saturday,5,True,6,2023-06-10,Summer
S0023087,STN_001,Downtown,U03312,2023-06-10 14:43:00,2023-06-10 16:27:00.598326,1.73,7.03,7,14,Saturday,5,True,6,2023-06-10,Summer
S0023144,STN_012,Highway_Rest_Stop,U02583,2023-06-10 14:45:00,2023-06-10 17:45:19.525461,3.01,14.1,11,14,Saturday,5,True,6,2023-06-10,Summer
S0023125,STN_009,Mall,U02531,2023-06-10 14:53:00,2023-06-10 16:54:36.743859,2.03,11.43,11,14,Saturday,5,True,6,2023-06-10,Summer
S0023091,STN_001,Downtown,U03963,2023-06-10 15:05:00,2023-06-10 18:13:41.099095,3.14,49.47,22,15,Saturday,5,True,6,2023-06-10,Summer
S0023103,STN_004,Office_Park,U01123,2023-06-10 15:07:00,2023-06-10 15:57:13.352520,0.84,8.25,22,15,Saturday,5,True,6,2023-06-10,Summer
S0023115,STN_008,Residential,U02626,2023-06-10 15:08:00,2023-06-10 16:49:55.995327,1.7,11.31,11,15,Saturday,5,True,6,2023-06-10,Summer
S0023092,STN_001,Downtown,U02062,2023-06-10 15:19:00,2023-06-10 16:45:37.874413,1.44,41.59,50,15,Saturday,5,True,6,2023-06-10,Summer
S0023111,STN_007,Downtown,U03874,2023-06-10 15:34:00,2023-06-10 16:48:46.916602,1.25,43.45,50,15,Saturday,5,True,6,2023-06-10,Summer
S0023213,STN_024,Highway_Rest_Stop,U01025,2023-06-10 15:35:00,2023-06-10 18:08:24.245492,2.56,94.59,50,15,Saturday,5,True,6,2023-06-10,Summer
S0023090,STN_001,Downtown,U00265,2023-06-10 15:44:00,2023-06-10 19:38:27.863626,3.91,119.61,50,15,Saturday,5,True,6,2023-06-10,Summer
S0023099,STN_002,Residential,U03690,2023-06-10 15:47:00,2023-06-10 18:50:15.180107,3.05,120.0,150,15,Saturday,5,True,6,2023-06-10,Summer
S0023140,STN_011,Office_Park,U01309,2023-06-10 15:56:00,2023-06-10 18:23:43.021390,2.46,16.52,11,15,Saturday,5,True,6,2023-06-10,Summer
S0023162,STN_014,Residential,U00676,2023-06-10 15:57:00,2023-06-10 20:52:20.096364,4.92,66.1,22,15,Saturday,5,True,6,2023-06-10,Summer
S0023168,STN_015,Residential,U02993,2023-06-10 16:10:00,2023-06-10 16:30:33.864648,0.34,2.18,11,16,Saturday,5,True,6,2023-06-10,Summer
S0023177,STN_016,Residential,U01309,2023-06-10 16:12:00,2023-06-10 18:16:06.287250,2.07,12.26,7,16,Saturday,5,True,6,2023-06-10,Summer
S0023126,STN_009,Mall,U03653,2023-06-10 16:27:00,2023-06-10 19:00:48.878607,2.56,34.67,22,16,Saturday,5,True,6,2023-06-10,Summer
S0023147,STN_012,Highway_Rest_Stop,U01216,2023-06-10 16:31:00,2023-06-10 18:26:23.165529,1.92,18.85,22,16,Saturday,5,True,6,2023-06-10,Summer
S0023130,STN_009,Mall,U02285,2023-06-10 16:48:00,2023-06-10 18:08:13.949731,1.34,11.06,11,16,Saturday,5,True,6,2023-06-10,Summer
S0023085,STN_001,Downtown,U03038,2023-06-10 16:55:00,2023-06-10 20:33:53.597720,3.65,12.55,7,16,Saturday,5,True,6,2023-06-10,Summer
S0023121,STN_008,Residential,U01928,2023-06-10 17:02:00,2023-06-10 21:38:38.204129,4.61,21.79,7,17,Saturday,5,True,6,2023-06-10,Summer
S0023178,STN_016,Residential,U03999,2023-06-10 17:20:00,2023-06-10 19:41:15.273302,2.35,7.45,7,17,Saturday,5,True,6,2023-06-10,Summer
S0023189,STN_019,Highway_Rest_Stop,U00487,2023-06-10 17:20:00,2023-06-10 17:37:12.551243,0.29,16.61,150,17,Saturday,5,True,6,2023-06-10,Summer
S0023094,STN_002,Residential,U01796,2023-06-10 17:51:00,2023-06-10 19:35:11.023203,1.74,31.24,22,17,Saturday,5,True,6,2023-06-10,Summer
S0023154,STN_014,Residential,U02019,2023-06-10 18:17:00,2023-06-10 21:10:41.415515,2.89,49.39,22,18,Saturday,5,True,6,2023-06-10,Summer
S0023197,STN_022,Mall,U00671,2023-06-10 18:24:00,2023-06-10 19:40:03.387003,1.27,7.07,7,18,Saturday,5,True,6,2023-06-10,Summer
S0023089,STN_001,Downtown,U02144,2023-06-10 18:28:00,2023-06-10 20:00:52.632606,1.55,57.82,50,18,Saturday,5,True,6,2023-06-10,Summer
S0023152,STN_013,Residential,U02370,2023-06-10 18:32:00,2023-06-10 19:43:25.329899,1.19,36.65,50,18,Saturday,5,True,6,2023-06-10,Summer
S0023088,STN_001,Downtown,U01091,2023-06-10 18:34:00,2023-06-10 20:28:25.826294,1.91,120.0,150,18,Saturday,5,True,6,2023-06-10,Summer
S0023188,STN_019,Highway_Rest_Stop,U02185,2023-06-10 18:34:00,2023-06-10 22:41:18.029208,4.12,120.0,50,18,Saturday,5,True,6,2023-06-10,Summer
S0023179,STN_016,Residential,U02213,2023-06-10 18:35:00,2023-06-10 21:22:49.474576,2.8,81.49,50,18,Saturday,5,True,6,2023-06-10,Summer
S0023211,STN_024,Highway_Rest_Stop,U03228,2023-06-10 18:51:00,2023-06-10 20:26:41.206134,1.59,7.38,7,18,Saturday,5,True,6,2023-06-10,Summer
S0023114,STN_008,Residential,U02250,2023-06-10 18:55:00,2023-06-10 19:48:27.072176,0.89,4.51,7,18,Saturday,5,True,6,2023-06-10,Summer
S0023219,STN_025,Residential,U01704,2023-06-10 18:55:00,2023-06-10 19:37:37.716223,0.71,1.86,7,18,Saturday,5,True,6,2023-06-10,Summer
S0023155,STN_014,Residential,U02752,2023-06-10 18:55:00,2023-06-10 21:36:08.066438,2.69,18.03,11,18,Saturday,5,True,6,2023-06-10,Summer
S0023206,STN_023,Downtown,U00765,2023-06-10 19:14:00,2023-06-10 21:31:57.023310,2.3,11.81,11,19,Saturday,5,True,6,2023-06-10,Summer
S0023181,STN_016,Residential,U03066,2023-06-10 19:33:00,2023-06-10 21:11:02.270904,1.63,13.37,11,19,Saturday,5,True,6,2023-06-10,Summer
S0023116,STN_008,Residential,U03093,2023-06-10 19:48:00,2023-06-10 21:44:44.905290,1.95,16.99,11,19,Saturday,5,True,6,2023-06-10,Summer
S0023131,STN_009,Mall,U02115,2023-06-10 20:01:00,2023-06-10 21:20:43.915060,1.33,11.6,22,20,Saturday,5,True,6,2023-06-10,Summer
S0023119,STN_008,Residential,U00882,2023-06-10 20:02:00,2023-06-11 03:04:38.809241,7.04,30.17,7,20,Saturday,5,True,6,2023-06-10,Summer
S0023172,STN_015,Residential,U00979,2023-06-10 20:08:00,2023-06-11 00:12:20.707839,4.07,120.0,150,20,Saturday,5,True,6,2023-06-10,Summer
S0023136,STN_009,Mall,U03890,2023-06-10 20:10:00,2023-06-11 02:55:08.018655,6.75,97.98,22,20,Saturday,5,True,6,2023-06-10,Summer
S0023195,STN_021,Office_Park,U03561,2023-06-10 20:20:00,2023-06-10 21:58:43.474388,1.65,5.25,7,20,Saturday,5,True,6,2023-06-10,Summer
S0023164,STN_015,Residential,U01739,2023-06-10 20:22:00,2023-06-11 03:10:34.613884,6.81,120.0,150,20,Saturday,5,True,6,2023-06-10,Summer
S0023171,STN_015,Residential,U02202,2023-06-10 20:28:00,2023-06-11 04:13:25.854437,7.76,50.89,11,20,Saturday,5,True,6,2023-06-10,Summer
S0023215,STN_025,Residential,U02135,2023-06-10 20:46:00,2023-06-10 23:17:03.426517,2.52,45.4,22,20,Saturday,5,True,6,2023-06-10,Summer
S0023218,STN_025,Residential,U01470,2023-06-10 20:59:00,2023-06-11 07:37:55.095485,10.65,97.9,11,20,Saturday,5,True,6,2023-06-10,Summer
S0023158,STN_014,Residential,U03928,2023-06-10 21:03:00,2023-06-11 04:07:40.624860,7.08,50.53,11,21,Saturday,5,True,6,2023-06-10,Summer
S0023093,STN_002,Residential,U00358,2023-06-10 21:03:00,2023-06-11 04:32:25.260500,7.49,44.38,11,21,Saturday,5,True,6,2023-06-10,Summer
S0023151,STN_013,Residential,U00260,2023-06-10 21:32:00,2023-06-11 11:32:00.000000,14.0,57.27,7,21,Saturday,5,True,6,2023-06-10,Summer
S0023137,STN_009,Mall,U02352,2023-06-10 21:40:00,2023-06-10 22:36:43.388858,0.95,4.24,7,21,Saturday,5,True,6,2023-06-10,Summer
S0023153,STN_014,Residential,U00647,2023-06-10 21:51:00,2023-06-11 03:22:29.504766,5.52,22.01,11,21,Saturday,5,True,6,2023-06-10,Summer
S0023202,STN_023,Downtown,U03586,2023-06-10 22:08:00,2023-06-10 23:25:24.691296,1.29,10.81,11,22,Saturday,5,True,6,2023-06-10,Summer
S0023217,STN_025,Residential,U00545,2023-06-10 22:13:00,2023-06-11 08:47:10.157664,10.57,120.0,150,22,Saturday,5,True,6,2023-06-10,Summer
S0023216,STN_025,Residential,U03247,2023-06-10 22:25:00,2023-06-11 02:50:33.297253,4.43,120.0,150,22,Saturday,5,True,6,2023-06-10,Summer
S0023187,STN_019,Highway_Rest_Stop,U02155,2023-06-10 22:44:00,2023-06-11 02:07:17.835964,3.39,96.43,50,22,Saturday,5,True,6,2023-06-10,Summer
S0023096,STN_002,Residential,U00405,2023-06-10 22:55:00,2023-06-11 07:46:04.715910,8.85,37.83,7,22,Saturday,5,True,6,2023-06-10,Summer
S0023220,STN_025,Residential,U03513,2023-06-10 23:10:00,2023-06-11 08:33:05.019599,9.38,78.57,22,23,Saturday,5,True,6,2023-06-10,Summer
S0023161,STN_014,Residential,U01204,2023-06-10 23:14:00,2023-06-11 12:34:16.160046,13.34,111.19,22,23,Saturday,5,True,6,2023-06-10,Summer
S0023159,STN_014,Residential,UNKNOWN,2023-06-10 23:27:00,2023-06-11 10:18:56.947893,10.87,39.2,7,23,Saturday,5,True,6,2023-06-10,Summer
S0023095,STN_002,Residential,U02080,2023-06-10 23:38:00,2023-06-11 07:15:21.262697,7.62,120.0,150,23,Saturday,5,True,6,2023-06-10,Summer
S0023167,STN_015,Residential,U03160,2023-06-10 23:59:00,2023-06-11 08:16:11.592351,8.29,67.42,22,23,Saturday,5,True,6,2023-06-10,Summer
S0023298,STN_016,Residential,U02764,2023-06-11 00:17:00,2023-06-11 06:26:54.264079,6.17,48.01,22,0,Sunday,6,True,6,2023-06-11,Summer
S0023235,STN_003,Residential,U00071,2023-06-11 00:30:00,2023-06-11 06:50:47.964109,6.35,105.0,22,0,Sunday,6,True,6,2023-06-11,Summer
S0023227,STN_001,Downtown,U03074,2023-06-11 00:31:00,2023-06-11 02:34:15.901124,2.05,40.54,50,0,Sunday,6,True,6,2023-06-11,Summer
S0023252,STN_008,Residential,U02203,2023-06-11 00:47:00,2023-06-11 12:23:19.565206,11.61,42.53,7,0,Sunday,6,True,6,2023-06-11,Summer
S0023287,STN_015,Residential,U00076,2023-06-11 00:53:00,2023-06-11 06:02:20.707944,5.16,120.0,50,0,Sunday,6,True,6,2023-06-11,Summer
S0023288,STN_015,Residential,U03112,2023-06-11 01:35:00,2023-06-11 09:44:08.982113,8.15,86.08,22,1,Sunday,6,True,6,2023-06-11,Summer
S0023285,STN_015,Residential,U02131,2023-06-11 01:52:00,2023-06-11 07:06:01.238233,5.23,41.41,11,1,Sunday,6,True,6,2023-06-11,Summer
S0023247,STN_008,Residential,U01818,2023-06-11 01:56:00,2023-06-11 11:08:45.207788,9.21,120.0,150,1,Sunday,6,True,6,2023-06-11,Summer
S0023297,STN_016,Residential,U03811,2023-06-11 02:20:00,2023-06-11 05:42:02.420855,3.37,104.81,50,2,Sunday,6,True,6,2023-06-11,Summer
S0023326,STN_023,Downtown,U01674,2023-06-11 02:33:00,2023-06-11 06:47:53.405591,4.25,120.0,150,2,Sunday,6,True,6,2023-06-11,Summer
S0023293,STN_016,Residential,U03756,2023-06-11 02:52:00,2023-06-11 12:51:07.501683,9.99,82.75,22,2,Sunday,6,True,6,2023-06-11,Summer
S0023269,STN_012,Highway_Rest_Stop,U00371,2023-06-11 03:06:00,2023-06-11 06:23:46.821986,3.3,52.86,22,3,Sunday,6,True,6,2023-06-11,Summer
S0023311,STN_019,Highway_Rest_Stop,U01714,2023-06-11 03:27:00,2023-06-11 04:57:30.491278,1.51,21.91,22,3,Sunday,6,True,6,2023-06-11,Summer
S0023306,STN_018,Downtown,U00639,2023-06-11 04:04:00,2023-06-11 05:55:00.992379,1.85,20.08,22,4,Sunday,6,True,6,2023-06-11,Summer
S0023308,STN_019,Highway_Rest_Stop,U01229,2023-06-11 04:16:00,2023-06-11 07:00:36.372457,2.74,28.32,22,4,Sunday,6,True,6,2023-06-11,Summer
S0023239,STN_006,Highway_Rest_Stop,U01785,2023-06-11 04:25:00,2023-06-11 05:51:06.699934,1.44,21.7,22,4,Sunday,6,True,6,2023-06-11,Summer
S0023335,STN_024,Highway_Rest_Stop,U01807,2023-06-11 04:48:00,2023-06-11 06:07:22.648015,1.32,3.47,7,4,Sunday,6,True,6,2023-06-11,Summer
S0023282,STN_014,Residential,U02125,2023-06-11 05:08:00,2023-06-11 10:19:24.509155,5.19,30.77,11,5,Sunday,6,True,6,2023-06-11,Summer
S0023228,STN_002,Residential,U00093,2023-06-11 05:13:00,2023-06-11 16:51:30.385509,11.64,120.0,150,5,Sunday,6,True,6,2023-06-11,Summer
S0023224,STN_001,Downtown,U03832,2023-06-11 05:47:00,2023-06-11 08:58:18.273986,3.19,17.13,7,5,Sunday,6,True,6,2023-06-11,Summer
S0023286,STN_015,Residential,U03729,2023-06-11 05:49:00,2023-06-11 10:42:28.392631,4.89,120.0,50,5,Sunday,6,True,6,2023-06-11,Summer
S0023341,STN_025,Residential,U00550,2023-06-11 05:54:00,2023-06-11 12:46:09.418627,6.87,34.42,11,5,Sunday,6,True,6,2023-06-11,Summer
S0023295,STN_016,Residential,U03145,2023-06-11 06:05:00,2023-06-11 11:33:40.565391,5.48,120.0,150,6,Sunday,6,True,6,2023-06-11,Summer
S0023273,STN_012,Highway_Rest_Stop,U03450,2023-06-11 06:15:00,2023-06-11 09:15:35.570590,3.01,40.33,22,6,Sunday,6,True,6,2023-06-11,Summer
S0023226,STN_001,Downtown,U00477,2023-06-11 06:36:00,2023-06-11 07:29:21.523244,0.89,64.35,150,6,Sunday,6,True,6,2023-06-11,Summer
S0023314,STN_020,Office_Park,U01467,2023-06-11 06:50:00,2023-06-11 09:07:34.490120,2.29,6.89,7,6,Sunday,6,True,6,2023-06-11,Summer
S0023246,STN_008,Residential,U03078,2023-06-11 06:56:00,2023-06-11 20:56:00.000000,14.0,53.46,7,6,Sunday,6,True,6,2023-06-11,Summer
